Br	Tox1
COCCCCCCCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C	Tox4117
COCCCN	Tox4118
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1	Tox4119
COCCCOCCCOC	Tox4120
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC	Tox4121
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C	Tox4122
COCCO	Tox4123
COCCOC	Tox4124
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	Tox4125
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1	Tox4126
COCCOC(=O)CC#N	Tox4127
COCCOC(=O)c1ccccc1C(=O)OCCOC	Tox4128
COCCOCC(OC)OC	Tox4129
COCCOCCO	Tox4130
COCCOCCOC	Tox4131
COCCOCCOCCO	Tox4132
COCCOCCOCCOC	Tox4133
COCCOCCOCCOCCO	Tox4134
COCCOCCOCCOCCOC	Tox4135
COCCOCCOCCOCCOCCO	Tox4136
COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2	Tox4137
COCCOc1cc2cc(C(=O)NC3CCN(C(C)C)CC3)n(CC(=O)Nc3ccc(Cl)cn3)c2cn1	Tox4138
COCCOc1cccc(S(=O)(=O)Nc2ncccn2)c1	Tox4139
COCCc1ccc(OCC(O)CNC(C)C)cc1	Tox4140
COCCc1ccc(OCC2CO2)cc1	Tox4141
COCCc1ccccn1	Tox4142
COCCl	Tox4143
COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1	Tox4144
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1	Tox4145
COC[C@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@H]1C	Tox4146
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1	Tox4147
COCc1ccc(COC)cc1	Tox4148
COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1	Tox4149
COCc1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	Tox4150
COCc1nnc(-c2ccc[n+]([O-])c2)n1-c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12	Tox4151
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1	Tox4152
CON(C)C(=O)Nc1ccc(Br)cc1	Tox4153
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1	Tox4154
CON(C)C(=O)Nc1ccc(Cl)cc1	Tox4155
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1	Tox4156
CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1	Tox4157
COP(=O)(NC(C)=O)SC	Tox4158
COP(=O)(O)OC	Tox4159
COP(=O)(O)OP(=O)(O)OC	Tox4160
COP(=O)(OC)C(O)C(Cl)(Cl)Cl	Tox4161
COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl	Tox4162
COP(=O)(OC)O/C(C)=C/C(=O)N(C)C	Tox4163
COP(=O)(OC)OC	Tox4164
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl	Tox4165
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br	Tox4166
COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC	Tox4167
COP(=O)(OC)OC=C(Cl)Cl	Tox4168
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1	Tox4169
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21	Tox4170
COP(=S)(Cl)OC	Tox4171
COP(=S)(NC(C)C)Oc1ccc(C)cc1[N+](=O)[O-]	Tox4172
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl	Tox4173
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl	Tox4174
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1	Tox4175
COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1	Tox4176
COP(=S)(OC)Oc1ccc(SC)c(C)c1	Tox4177
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1	Tox4178
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1	Tox4179
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1	Tox4180
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl	Tox4181
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl	Tox4182
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O	Tox4183
COP(=S)(OC)SCn1nnc2ccccc2c1=O	Tox4184
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1	Tox4185
COP(C)(=O)OC	Tox4186
COP(N)(=O)SC	Tox4187
COP(N)(=S)Oc1ccccc1C(=O)OC(C)C	Tox4188
COP(OC)OC	Tox4189
COS(=O)(=O)C(F)(F)F	Tox4190
COS(=O)(=O)O	Tox4191
COS(=O)(=O)OC	Tox4192
COS(C)(=O)=O	Tox4193
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1	Tox4194
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C	Tox4195
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O	Tox4196
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C2OC2C[C@@H](C)OC(=O)C[C@H]1OC(C)=O	Tox4197
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O	Tox4198
CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21	Tox4199
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21	Tox4200
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21	Tox4201
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21	Tox4202
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5	Tox4203
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@H]1N[C@H]12	Tox4204
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@@H](OC)[C@@H](C)O5)[C@@H](OC(=O)O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@@H](OC(C)=O)[C@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1	Tox4205
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1	Tox4206
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C	Tox4207
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C	Tox4208
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C	Tox4209
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C	Tox4210
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O	Tox4211
CO[C@H]1CC(O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)O)[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC	Tox4212
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C	Tox4213
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C	Tox4214
CO[C@H]1C[C@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@@]34O)O[C@@H](C)[C@@H]1O	Tox4215
CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O	Tox4216
CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O	Tox4217
CO[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]42OO3	Tox4218
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	Tox4219
CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C	Tox4220
CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN	Tox4221
CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CO2	Tox4222
CO[C@H]1[C@H]([C@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)NC(=O)CCl)CO2	Tox4223
CO[C@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@H]21	Tox4224
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13	Tox4225
CO[PH](=O)OC	Tox4226
CO[Si](C)(C)OC	Tox4227
CO[Si](C)(OC)OC	Tox4228
CO[Si](C)(OC)c1ccccc1	Tox4229
CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC	Tox4230
CO[Si](CCCNCCN)(OC)OC	Tox4231
CO[Si](CCCNc1ccccc1)(OC)OC	Tox4232
CO[Si](CCCOCC1CO1)(OC)OC	Tox4233
CO[Si](CCCS)(OC)OC	Tox4234
CO[Si](CCCn1c(=O)n(CCC[Si](OC)(OC)OC)c(=O)n(CCC[Si](OC)(OC)OC)c1=O)(OC)OC	Tox4235
CO[Si](OC)(OC)OC	Tox4236
CO[Si](OC)(OC)c1ccccc1	Tox4237
COc1c(Br)cc(Br)c(C)c1Br	Tox4238
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]	Tox4239
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2	Tox4240
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2	Tox4241
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	Tox4242
COc1c(Cl)ccc(Cl)c1C(=O)O	Tox4243
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	Tox4244
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	Tox4245
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O	Tox4246
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2	Tox4247
COc1c2c(cc3c1OCO3)CCN(C)C2	Tox4248
COc1c2ccoc2cc2oc(=O)ccc12	Tox4249
COc1c2occc2c(OC)c2c(=O)cc(C)oc12	Tox4250
COc1c2occc2cc2ccc(=O)oc12	Tox4251
COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F	Tox4252
COc1cc(-c2ccc(N)c(OC)c2)ccc1N	Tox4253
COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O	Tox4254
COc1cc(-c2nc(NC(=O)c3cc4cc(C)cc(C)c4n3CC(=O)O)sc2CCC2CCCCC2)c(OC)cc1Cl	Tox4255
COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(I)c1O	Tox4256
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O	Tox4257
COc1cc(/C=C/C(=O)O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]3(C)[C@@H]5CC[C@H]4C2(C)C)ccc1O	Tox4258
COc1cc(/C=C/C(N)=O)cc(OC)c1OC	Tox4259
COc1cc(/C=C/c2ccccc2)oc(=O)c1	Tox4260
COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC	Tox4261
COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC	Tox4262
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC	Tox4263
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC	Tox4264
COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C	Tox4265
COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC	Tox4266
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC	Tox4267
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12	Tox4268
COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC	Tox4269
COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC	Tox4270
COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC	Tox4271
COc1cc(C(=S)N2CCOCC2)ccc1O	Tox4272
COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1	Tox4273
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1	Tox4274
COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O	Tox4275
COc1cc(C(O)C(=O)O)ccc1O	Tox4276
COc1cc(C(O)CN)ccc1O	Tox4277
COc1cc(C(O)CO)ccc1OS(=O)(=O)O	Tox4278
COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC	Tox4279
COc1cc(C)cc(O)c1	Tox4280
COc1cc(C)ccc1C(C)C	Tox4281
COc1cc(C)ccc1O	Tox4282
COc1cc(C)nc(-n2nc(C)cc2OC)n1	Tox4283
COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O	Tox4284
COc1cc(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC	Tox4285
COc1cc(C=O)cc2c1[C@H](COC(N)=O)[C@]1(OC(C)=O)ON2C[C@H]2[C@@H]1N2C(C)=O	Tox4286
COc1cc(C=O)ccc1O	Tox4287
COc1cc(C=O)ccc1OC(=O)C(C)C	Tox4288
COc1cc(CC#N)cc(OC)c1OC	Tox4289
COc1cc(CC(=O)O)ccc1O	Tox4290
COc1cc(CC(C)C)cc(OC)c1OC	Tox4291
COc1cc(CC(C)N)c(OC)cc1Br	Tox4292
COc1cc(CC(C)N)cc2c1OCO2	Tox4293
COc1cc(CCC(C)=O)ccc1O	Tox4294
COc1cc(CCN)c(OC)cc1Br	Tox4295
COc1cc(CCN)cc(OC)c1OC	Tox4296
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O	Tox4297
COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O	Tox4298
COc1cc(C[C@@H](C)N)c(OC)cc1Br	Tox4299
COc1cc(C[C@@H](C)N)c(OC)cc1C	Tox4300
COc1cc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc(OC)c1OC	Tox4301
COc1cc(C[C@H](C)N)c(OC)cc1Br	Tox4302
COc1cc(C[C@H](C)N)c(OC)cc1C	Tox4303
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	Tox4304
COc1cc(Cl)c(OC)cc1Cl	Tox4305
COc1cc(Cl)c(OC)cc1N	Tox4306
COc1cc(Cl)ccc1Cl	Tox4307
COc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl	Tox4308
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC	Tox4309
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1	Tox4310
COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2	Tox4311
COc1cc(N)ccc1C	Tox4312
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl	Tox4313
COc1cc(NC(C)CCCN)c2ncccc2c1	Tox4314
COc1cc(NCCCC(C)N)c2ncccc2c1	Tox4315
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC	Tox4316
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1	Tox4317
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1	Tox4318
COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1	Tox4319
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12	Tox4320
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl	Tox4321
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O	Tox4322
COc1cc(O)cc(O)c1	Tox4323
COc1cc(OC)c(/C=C2/C(=O)Nc3ccccc32)c(OC)c1	Tox4324
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1	Tox4325
COc1cc(OC)c(OC)cc1C=O	Tox4326
COc1cc(OC)c2ccc(=O)oc2c1	Tox4327
COc1cc(OC)cc(OC)c1	Tox4328
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1	Tox4329
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2OCC(F)(F)F)n1	Tox4330
COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1	Tox4331
COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1	Tox4332
COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)O)n1	Tox4333
COc1cc(S(=O)(=O)Nc2ccccc2)c(OC)cc1N	Tox4334
COc1cc(S(=O)(=O)O)c(C)cc1/N=N/c1c(O)ccc2cc(S(=O)(=O)O)ccc12	Tox4335
COc1cc(S(N)(=O)=O)cc(C(=O)O)c1OC	Tox4336
COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1	Tox4337
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O	Tox4338
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O	Tox4339
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1OP(=O)(O)O	Tox4340
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O	Tox4341
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@@]5(O)C[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O	Tox4342
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC	Tox4343
COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O	Tox4344
COc1cc([N+](=O)[O-])ccc1N	Tox4345
COc1cc([S+](C)[O-])ccc1-c1nc2ncccc2[nH]1	Tox4346
COc1cc2[nH]c(=O)[nH]c(=O)c2cc1OC	Tox4347
COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC	Tox4348
COc1cc2c(CCNC(C)=O)c[nH]c2cc1Cl	Tox4349
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1	Tox4350
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1	Tox4351
COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@@H](C)[C@](C)(O)C2	Tox4352
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2	Tox4353
COc1cc2c(cc1N)oc1ccccc12	Tox4354
COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4	Tox4355
COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2	Tox4356
COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2	Tox4357
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2	Tox4358
COc1cc2c(cc1OC)C(=O)CC2	Tox4359
COc1cc2c(cc1OC)C(C(C(=O)N(CCc1ccc(OC)c(OC)c1OC)CCc1ccc(OC)c(OC)c1OC)c1ccccc1)=NCC2	Tox4360
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2	Tox4361
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2	Tox4362
COc1cc2c(cc1OC)CN(C(=O)[C@H](C)N[C@@H](CCc1ccccc1)C(=O)O)[C@H](C(=O)O)C2	Tox4363
COc1cc2c(cc1OC)[C@@H](c1ccccc1)CN(C)CC2	Tox4364
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43	Tox4365
COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C	Tox4366
COc1cc2nc(Cl)nc(N)c2cc1OC	Tox4367
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC	Tox4368
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC	Tox4369
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC	Tox4370
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	Tox4371
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	Tox4372
